Key,BID,ASK,STRIKE,ITYPE,ADJTHEOR,IVBID,IVASK,IVAVERAGE
Type,VAR_PRICE,VAR_PRICE,VAR_PRICE,VAR_STRING,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE
XCME.ZB.SEP25,115.9375000,115.9687500,INVALID,F,,,,
XCME.ZT.SEP25,103.9257812,103.9296875,INVALID,F,,,,
XCME.ZF.SEP25,109.0312500,109.0390625,INVALID,F,,,,
XCME.ZN.SEP25,112.2500000,112.2656250,INVALID,F,,,,
XCME.ZN,INVALID,INVALID,INVALID,N,,,,
XCME.ZT,INVALID,INVALID,INVALID,N,,,,
XCME.ZB,INVALID,INVALID,INVALID,N,,,,
XCME.ZF,INVALID,INVALID,INVALID,N,,,,
XCME.VY2.11AUG25.111.C,1.2500000,1.2812500,111,C,,,,
XCME.VY2.11AUG25.111:5.C,.7812500,.8125000,111.5000000,C,,,,
XCME.VY2.11AUG25.114.P,1.7343750,1.7656250,114,P,,,,
XCME.VY2.11AUG25.113:25.C,.0312500,.0468750,113.2500000,C,,,,
XCME.VY2.11AUG25.110:25.C,2,2.0312500,110.2500000,C,,,,
XCME.VY2.11AUG25.111:25.C,1.0156250,1.0468750,111.2500000,C,,,,
XCME.VY2.11AUG25.112:75.P,.5625000,.5937500,112.7500000,P,,595.8629899,665.0646726,630.7498022
XCME.VY2.11AUG25.113.P,.7812500,.8125000,113,P,,625.8517161,707.9086921,667.6115468
XCME.VY2.11AUG25.110:75.C,1.5000000,1.5312500,110.7500000,C,,,,
XCME.VY2.11AUG25.112.P,.1250000,.1562500,112,P,,561.7282352,593.7192046,577.7563882
