Key,BID,ASK,STRIKE,ITYPE,ADJTHEOR,IVBID,IVASK,IVAVERAGE
Type,VAR_PRICE,VAR_PRICE,VAR_PRICE,VAR_STRING,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE
XCME.ZB.SEP25,115.9375000,115.9687500,INVALID,F,,,,
XCME.ZT.SEP25,103.9257812,103.9296875,INVALID,F,,,,
XCME.ZF.SEP25,109.0312500,109.0390625,INVALID,F,,,,
XCME.ZN.SEP25,112.2500000,112.2656250,INVALID,F,,,,
XCME.ZN,INVALID,INVALID,INVALID,N,,,,
XCME.ZT,INVALID,INVALID,INVALID,N,,,,
XCME.ZB,INVALID,INVALID,INVALID,N,,,,
XCME.ZF,INVALID,INVALID,INVALID,N,,,,
XCME.ZN2.08AUG25.111:5.P,.0156250,.0312500,111.5000000,P,.0325899,459.7989897,547.5603974,507.1703593
XCME.ZN2.08AUG25.113:75.C,.0069999,.0156250,113.7500000,C,.0182053,676.8879792,779.5997236,734.1953346
XCME.ZN2.08AUG25.110.C,2.2500000,2.2812500,110,C,2.2719426,,1145.3622272,986.8245561
XCME.ZN2.08AUG25.113.C,.0312500,.0468750,113,C,.0673152,533.9915341,602.8147033,569.8004436
XCME.ZN2.08AUG25.113:5.C,.0069999,.0312500,113.5000000,C,.0262343,580.6696382,784.1864381,701.5371635
XCME.ZN2.08AUG25.111:75.P,.0468750,.0625000,111.7500000,P,.0734470,472.7061799,526.0213029,499.9618862
XCME.ZN2.08AUG25.112:5.P,.3437500,.3750000,112.5000000,P,.4177653,453.7379406,530.7202223,492.5127226
XCME.ZN2.08AUG25.114.P,1.7343750,1.7656250,114,P,1.7522706,,985.1806515,879.6348251
XCME.ZN2.08AUG25.111.P,INVALID,.0156250,111,P,.0096788,,682.0034266,599.5640948
XCME.ZN2.08AUG25.110.P,INVALID,.0069999,110,P,.0106301,,963.5731426,875.7233233
XCME.ZN2.08AUG25.113:5.P,1.2343750,1.2656250,113.5000000,P,1.2649218,,757.0458418,669.2453467
