Key,BID,ASK,STRIKE,ITYPE,ADJTHEOR,IVBID,IVASK,IVAVERAGE
Type,VAR_PRICE,VAR_PRICE,VAR_PRICE,VAR_STRING,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE
XCME.ZB.SEP25,115.9375000,115.9687500,INVALID,F,,,,
XCME.ZT.SEP25,103.9257812,103.9296875,INVALID,F,,,,
XCME.ZF.SEP25,109.0312500,109.0390625,INVALID,F,,,,
XCME.ZN.SEP25,112.2500000,112.2656250,INVALID,F,,,,
XCME.ZN,INVALID,INVALID,INVALID,N,,,,
XCME.ZT,INVALID,INVALID,INVALID,N,,,,
XCME.ZB,INVALID,INVALID,INVALID,N,,,,
XCME.ZF,INVALID,INVALID,INVALID,N,,,,
XCME.HY1.07AUG25.111:5.C,.7656250,.7968750,111.5000000,C,.7763217,443.4815682,704.5338706,604.2260271
XCME.HY1.07AUG25.113:5.C,.0069999,.0156250,113.5000000,C,.0123782,720.3194260,834.6059164,783.9170679
XCME.HY1.07AUG25.113:75.C,INVALID,.0156250,113.7500000,C,.0077016,,967.0859363,854.6577710
XCME.HY1.07AUG25.112:5.C,.0781250,.1093750,112.5000000,C,.1390165,477.5536443,576.2165675,527.4676416
XCME.HY1.07AUG25.113.C,.0156250,.0312500,113,C,.0413236,554.8929089,662.4296212,612.9148341
XCME.HY1.07AUG25.114.C,INVALID,.0156250,114,C,.0052389,,1096.5860733,973.4112579
XCME.HY1.07AUG25.111.C,1.2500000,1.2812500,111,C,1.2630326,,889.9908500,750.2478002
XCME.HY1.07AUG25.111:5.P,.0069999,.0156250,111.5000000,P,.0150106,483.1647219,570.3766971,531.3768533
XCME.HY1.07AUG25.112:5.P,.3125000,.3437500,112.5000000,P,.3777040,463.5088335,562.8575391,513.8259266
XCME.HY1.07AUG25.112:25.C,.1718750,.2031250,112.2500000,C,.2357939,462.0096940,548.9307448,505.4714833
XCME.HY1.07AUG25.110:25.C,2,2.0312500,110.2500000,C,2.0119500,,1291.7176160,1108.4777209
