Key,BID,ASK,STRIKE,ITYPE,ADJTHEOR,IVBID,IVASK,IVAVERAGE
Type,VAR_PRICE,VAR_PRICE,VAR_PRICE,VAR_STRING,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE
XCME.ZB.SEP25,115.5312500,115.5625000,INVALID,F,,,,
XCME.ZT.SEP25,103.9570312,103.9609375,INVALID,F,,,,
XCME.ZF.SEP25,109.0468750,109.0546875,INVALID,F,,,,
XCME.ZN.SEP25,112.2187500,112.2343750,INVALID,F,,,,
XCME.ZN,INVALID,INVALID,INVALID,N,,,,
XCME.ZT,INVALID,INVALID,INVALID,N,,,,
XCME.ZB,INVALID,INVALID,INVALID,N,,,,
XCME.ZF,INVALID,INVALID,INVALID,N,,,,
XCME.GY2.12AUG25.112:75.C,.0937500,.1093750,112.7500000,C,,669.0049454,698.7875202,683.9300349
XCME.GY2.12AUG25.110:5.C,1.7187500,1.7500000,110.5000000,C,,,,
XCME.GY2.12AUG25.111:25.C,1,1.0312500,111.2500000,C,,,,
XCME.GY2.12AUG25.114.P,1.7656250,1.7968750,114,P,,,,
XCME.GY2.12AUG25.113.P,.8125000,.8437500,113,P,,708.1946950,774.5855208,741.7075523
XCME.GY2.12AUG25.111.C,1.2343750,1.2656250,111,C,,,,
XCME.GY2.12AUG25.113:75.C,.0069999,.0312500,113.7500000,C,,,,
XCME.GY2.12AUG25.111:5.C,.7812500,.8125000,111.5000000,C,,,,
XCME.GY2.12AUG25.111:25.P,.0312500,.0468750,111.2500000,P,,,,
XCME.GY2.12AUG25.110:25.P,INVALID,.0156250,110.2500000,P,,,,
