Key,BID,ASK,STRIKE,ITYPE,ADJTHEOR,IVBID,IVASK,IVAVERAGE
Type,VAR_PRICE,VAR_PRICE,VAR_PRICE,VAR_STRING,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE,VAR_DOUBLE
XCME.ZB.SEP25,115.5312500,115.5625000,INVALID,F,,,,
XCME.ZT.SEP25,103.9570312,103.9609375,INVALID,F,,,,
XCME.ZF.SEP25,109.0468750,109.0546875,INVALID,F,,,,
XCME.ZN.SEP25,112.2187500,112.2343750,INVALID,F,,,,
XCME.ZN,INVALID,INVALID,INVALID,N,,,,
XCME.ZT,INVALID,INVALID,INVALID,N,,,,
XCME.ZB,INVALID,INVALID,INVALID,N,,,,
XCME.ZF,INVALID,INVALID,INVALID,N,,,,
XCME.ZN2.08AUG25.112:5.C,.0468750,.0781250,112.5000000,C,.1266291,391.7108169,498.4496385,446.4942033
XCME.ZN2.08AUG25.113:25.P,1.0156250,1.0468750,113.2500000,P,1.0218890,,,
XCME.ZN2.08AUG25.113:75.P,1.5156250,1.5468750,113.7500000,P,1.5099785,,911.9545309,848.8130089
XCME.ZN2.08AUG25.112:75.P,.5312500,.5625000,112.7500000,P,.5722303,,,
XCME.ZN2.08AUG25.113.P,.7656250,.7968750,113,P,.7892775,,,
XCME.ZN2.08AUG25.110:25.C,1.9687500,2,110.2500000,C,1.9980764,,1255.1527586,1076.4696822
XCME.ZN2.08AUG25.110:5.P,INVALID,.0069999,110.5000000,P,.0021574,,936.6310865,846.9243527
XCME.ZN2.08AUG25.111:25.C,.9687500,1,111.2500000,C,1.0014451,,718.0845879,597.9136408
XCME.ZN2.08AUG25.112:25.C,.1406250,.1562500,112.2500000,C,.2211206,411.5054707,454.3162831,432.9122344
XCME.ZN2.08AUG25.112.C,.2968750,.3125000,112,C,.3583812,425.6360584,524.1109911,475.5951249
XCME.ZN2.08AUG25.111:25.P,INVALID,.0069999,111.2500000,P,.0057576,,580.6888607,517.4327905
