expiry,strike,greek_name,value,atm_strike,sigma,tau,future_price
11JUL25,105.75,delta,1.5762259123872462e-43,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,105.75,gamma,7.083989925247791e-42,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,105.75,vega,6.636080884057645e-44,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,105.75,theta,-3.647135197844718e-40,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,105.75,volga,1.2426587192499598e-42,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,105.75,vanna,2.966981942595546e-42,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,105.75,charm,1.630628749599176e-38,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,105.75,speed,5.986620615571011e-38,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,105.75,color,-9.89106447566918e-36,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,105.75,ultima,-3.5154756415997304e-35,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,105.75,zomma,-6.010545866420322e-37,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,delta,8.613851319146341e-39,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,gamma,3.645982672151075e-37,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,vega,3.415453179575328e-39,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,theta,-1.8771048342321e-35,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,volga,5.665401059419877e-38,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,vanna,1.4372179407950351e-37,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,charm,7.898830997434157e-34,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,speed,2.567055768879135e-33,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,color,-4.235394867330611e-31,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,ultima,-1.326810726088259e-30,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.0,zomma,-2.573740690409316e-32,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,delta,2.44833239261318e-34,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,gamma,9.723073954403723e-33,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,vega,9.108299967103692e-35,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,theta,-5.005846369708471e-31,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,volga,1.3278903076302917e-33,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,vanna,3.593212443542023e-33,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,charm,1.9747998562914893e-29,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,speed,5.636121648861894e-29,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,color,-9.283452867481202e-27,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,ultima,-2.540581199600376e-26,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.25,zomma,-5.641315896383534e-28,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,delta,3.6212251426084894e-30,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,gamma,1.3435223673346611e-28,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,vega,1.2585736559840685e-30,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,theta,-6.917016775438886e-27,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,volga,1.5983690674815174e-29,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,vanna,4.6340528626864656e-29,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,charm,2.5468371467230707e-25,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,speed,6.325494233794885e-25,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,color,-1.0397503786511952e-22,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,ultima,-2.460257396012868e-22,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.5,zomma,-6.3182960295970565e-24,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,delta,2.7887956861767963e-26,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,gamma,9.619190738755907e-25,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,vega,9.010985116460279e-27,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,theta,-4.952362932231507e-23,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,volga,9.867368215922148e-26,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,vanna,3.0808456137640643e-25,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,charm,1.693207282038732e-21,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,speed,3.621521703216418e-21,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,color,-5.9376117482872685e-19,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,ultima,-1.2001306334304517e-18,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,106.75,zomma,-3.608134173815734e-20,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,delta,1.1191213833986011e-22,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,gamma,3.568490090616902e-21,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,vega,3.342860326620753e-23,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,theta,-1.8372084023247311e-19,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,volga,3.1190553449586847e-22,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,vanna,1.0550032270363319e-21,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,charm,5.798210525745221e-18,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,speed,1.0550316331629288e-17,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,color,-1.724146842815928e-15,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,ultima,-2.934100789106838e-15,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.0,zomma,-1.0477197580382582e-16,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,delta,2.342279131688408e-19,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,gamma,6.859347056881146e-18,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,vega,6.425641815081186e-20,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,theta,-3.5314796250940086e-16,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,volga,5.03783850188616e-19,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,vanna,1.8589320240653066e-18,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,charm,1.0216536738810503e-14,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,speed,1.558891796007182e-14,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,color,-2.5368635086368458e-12,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,ultima,-3.571367572213408e-12,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.25,zomma,-1.5415868042330353e-13,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,delta,2.5598111175787163e-16,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,gamma,6.831772288393149e-15,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,vega,6.399810553888486e-17,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,theta,-3.5172829774722266e-13,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,volga,4.1467654951449925e-16,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,vanna,1.6831446044887664e-15,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,charm,9.250423611985745e-12,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,speed,1.1633918213164178e-11,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,color,-1.882699452296353e-09,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,ultima,-2.144894429484142e-09,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.5,zomma,-1.144068106981586e-10,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,delta,1.462972829156008e-13,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,gamma,3.525626573684438e-12,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,vega,3.302706999422302e-14,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,theta,-1.8151404656171087e-10,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,volga,1.73339453745863e-13,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,vanna,7.817481591883405e-13,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,charm,4.296423261017844e-09,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,speed,4.36094184848288e-09,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,color,-7.00347476888993e-07,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,ultima,-6.276215149896558e-07,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,107.75,zomma,-4.2558317586826254e-08,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,delta,4.381046978374752e-11,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,gamma,9.427391934229188e-10,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,vega,8.831313435142867e-12,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,theta,-4.853616861404836e-08,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,volga,3.662246988974126e-11,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,vanna,1.858102196463096e-10,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,charm,1.0211976074905042e-06,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,speed,8.14825896637974e-07,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,color,-0.00012944043,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,ultima,-8.781100732326407e-05,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.0,zomma,-7.865762511188197e-06,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,delta,6.892558169610975e-09,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,gamma,1.3061682956209432e-07,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,vega,1.2235814208373683e-09,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,theta,-6.724702343646196e-06,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,volga,3.884823675818882e-09,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,vanna,2.25260593966904e-08,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,charm,0.0001238013603658,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,speed,7.5066838542432e-05,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,color,-0.0117320535233266,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,ultima,-0.0056996627202981,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.25,zomma,-0.000712926763168,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,delta,5.717797139068752e-07,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,gamma,9.376894645621484e-06,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,vega,8.784009007106911e-08,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,theta,-0.000482761873879,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,volga,2.048979583861202e-07,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,vanna,1.3861120333110109e-06,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,charm,0.0076179571544848,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,speed,0.00335439820568,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,color,-0.5107219310085744,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,ultima,-0.1624856675259715,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.5,zomma,-0.0310352601468216,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,delta,2.514103746552125e-05,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,gamma,0.0003487958092773,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,vega,3.2674202346552043e-06,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,theta,-0.0179574715139314,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,volga,5.2928228785515884e-06,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,vanna,4.296643386745126e-05,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,charm,0.2361399687883726,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,speed,0.0708061553529691,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,color,-10.291848188996886,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,ultima,-1.7973148566130224,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,108.75,zomma,-0.6254091836360778,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,delta,0.0005904585481668,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,gamma,0.0067225772806001,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,vega,6.297519766987904e-05,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,theta,-0.3461064806561049,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,volga,6.528777676738464e-05,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,vanna,0.0006624968866321,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,charm,3.6410281247526393,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,speed,0.6732641125998392,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,color,-88.80696217485895,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,ultima,-4.695430644941074,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.0,zomma,-5.396571023497768,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.25,delta,0.0074956909362122,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.25,gamma,0.0671355686562851,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.25,vega,0.000628906969803,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.25,theta,-3.4564207185132814,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.25,volga,0.0003667509733402,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.25,vanna,0.004962059567402,110.75,10.14733414790022,0.0009231701940035,110.8359375
11JUL25,109.25,charm,27.2710692022315,110.75,10.14733414790022,0.0009231701940035,110.8359375
