tradeId,instrumentName,marketTradeTime,buySell,quantity,price
1,XCMEOCADPS20250714N0VY2/108.75,2025-07-12 13:02:43.000,B,1.0,0.0
2,XCMEOCADPS20250714N0VY2/108.75,2025-07-12 13:03:15.000,B,1.0,0.046875
3,XCMEOCADPS20250714N0VY2/111,2025-07-12 13:07:30.000,B,1.0,1.015625
4,XCMEOCADPS20250714N0VY2/111.25,2025-07-12 13:08:14.000,B,5.0,1.0
5,XCMEOCADPS20250714N0VY2/110,2025-07-12 17:25:17.000,B,10.0,2.015625
6,XCMEOCADPS20250714N0VY2/110.5,2025-07-12 17:26:23.000,B,20.0,1.0
7,XCMEOPADPS20250714N0VY2/109.5,2025-07-12 17:49:04.000,B,3.0,1.0
8,XCMEOPADPS20250714N0VY2/110.75,2025-07-12 17:49:35.000,B,122.0,2.0
9,XCMEOPADPS20250714N0VY2/111,2025-07-12 18:03:30.000,B,999.0,1.0
10,XCMEOCADPS20250714N0VY2/109,2025-07-12 18:21:32.000,S,244.0,1234.0
11,XCMEOCADPS20250714N0VY2/110,2025-07-12 18:21:46.000,S,22.0,24.0
12,XCMEFFDPSX20250919U0ZN,2025-07-12 18:29:33.000,B,24.0,1.0
13,XCMEFFDPSX20250919U0ZN,2025-07-12 18:29:44.000,S,24.0,1.0
14,XCMEFFDPSX20250919U0ZN,2025-07-12 18:30:37.000,S,24.0,3.0
