tradeId,instrumentName,marketTradeTime,buySell,quantity,price
TRD20250715_006,XCMEOCADPS20250718N0ZN2/110.50,2025-07-14 18:26:14.950,S,20,2.619
TRD20250715_005,XCMEFFDPSX20250918U0TY,2025-07-14 18:49:42.759,S,5,110.728
TRD20250715_009,XCMEOCADPS20250721N0VY2/109.50,2025-07-14 21:10:07.676,B,5,1.527
TRD20250715_002,XCMEOCADPS20250718N0ZN2/110.50,2025-07-14 22:42:51.477,S,20,2.664
SOD20250715_006,XCMEFFDPSX20250918U0TY,2025-07-15 00:00:00.000,B,10,110.484
SOD20250715_001,XCMEOPADPS20250718N0ZN2/111.00,2025-07-15 00:00:00.000,B,200,1.349
SOD20250715_004,XCMEOCADPS20250718N0ZN2/110.50,2025-07-15 00:00:00.000,B,20,2.034
SOD20250715_003,XCMEOCADPS20250721N0VY2/109.50,2025-07-15 00:00:00.000,B,50,2.301
SOD20250715_002,XCMEOCADPS20250723N0WY2/111.25,2025-07-15 00:00:00.000,S,200,1.054
SOD20250715_005,XCMEOCADPS20250721N0VY2/110.75,2025-07-15 00:00:00.000,S,100,0.891
TRD20250715_013,XCMEOPADPS20250718N0ZN2/111.00,2025-07-15 07:06:00.249,B,10,3.221
TRD20250715_012,XCMEOPADPS20250721N0VY2/110.75,2025-07-15 08:39:24.640,S,10,1.419
TRD20250715_003,XCMEOCADPS20250721N0VY2/109.50,2025-07-15 09:41:00.035,B,2,3.071
TRD20250715_010,XCMEOCADPS20250723N0WY2/111.25,2025-07-15 10:39:33.732,B,1,3.21
TRD20250715_004,XCMEOPADPS20250718N0ZN2/111.00,2025-07-15 12:06:01.635,B,5,0.378
TRD20250715_007,XCMEOPADPS20250718N0ZN2/111.00,2025-07-15 12:51:09.233,S,2,2.058
TRD20250715_011,XCMEOCADPS20250718N0ZN2/110.50,2025-07-15 13:54:55.050,S,10,1.061
TRD20250715_014,XCMEOPADPS20250721N0VY2/112.00,2025-07-15 15:28:57.628,S,50,0.387
TRD20250715_001,XCMEFFDPSX20250918U0TY,2025-07-15 15:48:05.398,S,2,110.991
TRD20250715_015,XCMEOPADPS20250721N0VY2/112.00,2025-07-15 16:47:28.139,S,2,1.416
TRD20250715_008,XCMEOCADPS20250721N0VY2/109.50,2025-07-15 22:09:18.755,S,2,3.04
