tradeId,instrumentName,marketTradeTime,buySell,quantity,price
TRD20250716_006,XCMEFFDPSX20250918U0TY,2025-07-15 12:52:38.284,B,50,110.996
TRD20250716_002,XCMEOPADPS20250721N0VY2/112.00,2025-07-15 17:04:34.263,S,5,1.901
TRD20250716_004,XCMEOCADPS20250718N0ZN2/110.50,2025-07-15 18:43:56.029,S,5,1.951
TRD20250716_007,XCMEOPADPS20250718N0ZN2/111.00,2025-07-15 19:07:58.605,S,10,3.049
SOD20250716_001,XCMEFFDPSX20250918U0TY,2025-07-16 00:00:00.000,S,10,111.23
SOD20250716_002,XCMEOCADPS20250723N0WY2/111.25,2025-07-16 00:00:00.000,B,20,1.73
SOD20250716_003,XCMEOPADPS20250721N0VY2/110.75,2025-07-16 00:00:00.000,B,50,1.052
SOD20250716_004,XCMEOCADPS20250721N0VY2/109.50,2025-07-16 00:00:00.000,S,20,0.536
SOD20250716_005,XCMEOPADPS20250718N0ZN2/111.00,2025-07-16 00:00:00.000,S,10,1.956
SOD20250716_006,XCMEOPADPS20250723N0WY2/109.00,2025-07-16 00:00:00.000,B,200,2.6
TRD20250716_012,XCMEOPADPS20250721N0VY2/110.75,2025-07-16 06:59:12.584,S,2,3.07
TRD20250716_005,XCMEOPADPS20250721N0VY2/112.00,2025-07-16 09:07:33.509,B,1,2.807
TRD20250716_013,XCMEOPADPS20250721N0VY2/112.00,2025-07-16 11:59:32.285,S,2,3.845
TRD20250716_010,XCMEOCADPS20250721N0VY2/110.75,2025-07-16 12:42:50.119,S,5,3.336
TRD20250716_011,XCMEOCADPS20250721N0VY2/110.75,2025-07-16 13:38:57.326,B,2,3.4
TRD20250716_003,XCMEOPADPS20250718N0ZN2/111.00,2025-07-16 15:20:09.785,S,5,1.525
TRD20250716_008,XCMEFFDPSX20250918U0TY,2025-07-16 16:00:07.317,B,20,110.918
TRD20250716_009,XCMEOPADPS20250721N0VY2/112.00,2025-07-16 16:15:13.818,S,5,1.698
TRD20250716_015,XCMEOPADPS20250721N0VY2/112.00,2025-07-16 16:22:48.682,S,5,2.024
TRD20250716_001,XCMEOPADPS20250718N0ZN2/111.00,2025-07-16 16:41:43.195,S,5,3.618
TRD20250716_014,XCMEOCADPS20250721N0VY2/109.50,2025-07-16 20:25:17.239,S,5,2.194
