tradeId,instrumentName,marketTradeTime,buySell,quantity,price
TRD20250714_006,XCMEOCADPS20250721N0VY2/109.50,2025-07-13 18:27:56.817,S,2,2.739
TRD20250714_005,XCMEFFDPSX20250918U0TY,2025-07-13 19:36:12.536,S,10,110.646
TRD20250714_003,XCMEOCADPS20250723N0WY2/111.25,2025-07-13 19:59:08.746,B,20,3.832
SOD20250714_001,XCMEOCADPS20250721N0VY2/109.50,2025-07-14 00:00:00.000,B,50,1.061
SOD20250714_002,XCMEOCADPS20250718N0ZN2/110.50,2025-07-14 00:00:00.000,S,10,2.226
SOD20250714_003,XCMEOCADPS20250723N0WY2/111.25,2025-07-14 00:00:00.000,B,20,2.349
SOD20250714_004,XCMEOPADPS20250723N0WY2/109.00,2025-07-14 00:00:00.000,B,200,0.776
SOD20250714_005,XCMEOPADPS20250721N0VY2/112.00,2025-07-14 00:00:00.000,B,50,1.679
SOD20250714_006,XCMEOCADPS20250721N0VY2/110.75,2025-07-14 00:00:00.000,B,200,2.102
SOD20250714_007,XCMEOPADPS20250721N0VY2/110.75,2025-07-14 00:00:00.000,S,10,1.164
SOD20250714_008,XCMEFFDPSX20250918U0TY,2025-07-14 00:00:00.000,B,50,111.225
TRD20250714_009,XCMEFFDPSX20250918U0TY,2025-07-14 06:42:30.059,B,5,110.398
TRD20250714_011,XCMEFFDPSX20250918U0TY,2025-07-14 06:42:46.796,S,20,110.757
TRD20250714_001,XCMEOPADPS20250718N0ZN2/111.00,2025-07-14 07:13:16.028,B,2,2.744
TRD20250714_007,XCMEOCADPS20250723N0WY2/111.25,2025-07-14 08:19:24.465,B,10,1.442
TRD20250714_008,XCMEFFDPSX20250918U0TY,2025-07-14 10:12:59.761,S,20,110.539
TRD20250714_010,XCMEOCADPS20250723N0WY2/111.25,2025-07-14 15:56:45.248,B,20,3.087
TRD20250714_002,XCMEOPADPS20250721N0VY2/110.75,2025-07-14 16:42:02.519,B,50,2.722
TRD20250714_004,XCMEOCADPS20250718N0ZN2/110.50,2025-07-14 20:00:21.301,B,1,3.115
