tradeId,instrumentName,marketTradeTime,buySell,quantity,price
TRD20250718_011,XCMEOPADPS20250723N0WY2/109.00,2025-07-17 17:00:41.092,S,50,2.017
TRD20250718_009,XCMEOPADPS20250721N0VY2/110.75,2025-07-17 17:37:53.661,S,20,2.696
TRD20250718_005,XCMEOPADPS20250721N0VY2/112.00,2025-07-17 21:00:49.378,B,50,2.238
TRD20250718_013,XCMEOCADPS20250723N0WY2/111.25,2025-07-17 21:10:03.215,S,20,0.388
SOD20250718_006,XCMEOCADPS20250723N0WY2/111.25,2025-07-18 00:00:00.000,B,200,0.88
SOD20250718_001,XCMEOPADPS20250723N0WY2/109.00,2025-07-18 00:00:00.000,B,20,1.648
SOD20250718_004,XCMEOCADPS20250721N0VY2/109.50,2025-07-18 00:00:00.000,S,20,0.812
SOD20250718_003,XCMEOCADPS20250718N0ZN2/110.50,2025-07-18 00:00:00.000,B,200,1.755
SOD20250718_002,XCMEOPADPS20250721N0VY2/110.75,2025-07-18 00:00:00.000,B,200,0.972
SOD20250718_005,XCMEOCADPS20250721N0VY2/110.75,2025-07-18 00:00:00.000,S,10,1.857
TRD20250718_015,XCMEOCADPS20250721N0VY2/109.50,2025-07-18 06:15:52.131,B,1,0.261
TRD20250718_007,XCMEOPADPS20250718N0ZN2/111.00,2025-07-18 08:31:55.869,B,2,1.082
TRD20250718_010,XCMEOPADPS20250718N0ZN2/111.00,2025-07-18 08:52:19.325,B,20,1.744
TRD20250718_012,XCMEOPADPS20250718N0ZN2/111.00,2025-07-18 10:30:49.954,S,10,2.7
TRD20250718_014,XCMEOPADPS20250718N0ZN2/111.00,2025-07-18 11:24:18.700,B,50,0.272
TRD20250718_002,XCMEOCADPS20250721N0VY2/109.50,2025-07-18 12:03:50.257,S,5,1.224
TRD20250718_006,XCMEOPADPS20250723N0WY2/109.00,2025-07-18 13:14:27.115,S,1,2.326
EXP20250718_001,XCMEOPADPS20250721N0VY2/112.00,2025-07-18 13:30:00.000,S,10,0.0
TRD20250718_008,XCMEOPADPS20250721N0VY2/112.00,2025-07-18 14:46:37.803,S,50,2.344
TRD20250718_001,XCMEOPADPS20250718N0ZN2/111.00,2025-07-18 15:02:55.489,S,50,2.992
TRD20250718_003,XCMEOCADPS20250721N0VY2/110.75,2025-07-18 17:51:27.595,B,10,2.578
TRD20250718_004,XCMEOPADPS20250723N0WY2/109.00,2025-07-18 22:14:02.027,S,1,1.183
